label,title,title_translated,link,snippet,source,date,topic,content,keywords
neutral,推動數位轉型 上海商銀設南區數位科技創新中心,"Promoting digital transformation, Shanghai Commercial Bank sets up Southern District Digital Technology Innovation Center",https://ec.ltn.com.tw/article/breakingnews/4309545,記者李靚慧／台北報導〕上海商銀（5876）積極進行數位轉型，今年首季已將「數位金融處」提升為「數位金融事業部」，更將於南台灣設立南區資訊開發中心及南區數位科技...,自由財經,2023年05月22日,5,"上海商銀將設南區數位科技創新中心。（上海商銀提供）

〔記者李靚慧／台北報導〕上海商銀（5876）積極進行數位轉型，今年首季已將「數位金融處」提升為「數位金融事業部」，更將於南台灣設立南區資訊開發中心及南區數位科技創新中心。

上海商銀今日舉行法人說明會，上海商銀總經理林志宏指出，儘管今年第1季經濟成長率呈現負3.02%，銀行的經營環境充滿挑戰，但第1季受惠於淨利差與淨息差維持相對高檔，合併利息淨收益較去年同期成長31.2%，使第1季合併稅後淨利52.6億元，較去年同期成長15%，稅後淨利歸屬母公司業主42.6億元，較去年同期成長17%，稅後每股盈餘0.88元，優於去年同期的0.81元。

請繼續往下閱讀...

上海商銀董事會已決議，2022年盈餘將配發現金股利每股1.8元，將於6月13日股東會通過。截至3月底，逾放比0.17%，備抵呆帳覆蓋率872.84%、資本適足率15.88%。

林志宏指出，上海商銀今年的營運策略，致力於擴增新獲利引擎，擴大營收與獲利來源，同時順應國際潮流，積極推動數位轉型與ESG永續發展。

該行首季已推動財金部及海外分行功能強化專案，更新提升財金交易系統，強化財金部組織人才、產品創新及財務行銷（TMU）團隊，以擴大財務操作等非利息收益。

此外，上海商銀也強化台灣的國際債券承銷業務，第1季的承作件數為全市場第1，承作金額則在本國金融機構排名第2。

另一方面，為加速推動數位轉型，上海商銀於第1季將「數位金融處」提升為「數位金融事業部」，擴大組織編制、進行組織改造，加強吸引數位金融科技與資訊科技人才，強化數位金融交易與服務平台。並設立南區資訊開發中心及南區數位科技創新中心，也持續進行「新核心系統建置專案」，強化資訊競爭力。

上海商銀已獲金管會核准，將於台南市及苗栗縣設立新分行，以提高都會區的金融服務覆蓋率；針對高資產客群，則計畫向金管會申請高資產財富管理執照續照，加強高資產客戶資產傳承與資產配置，並評估設立海外分行以擴大國際金融版圖，加強人才培育與主管儲備及傳承。

一手掌握經濟脈動 點我訂閱自由財經Youtube頻道

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法","['轉型', '創新', '中心', '科技']"
positive,受惠升息上海商銀第一季EPS 0.88元,"Benefiting from the interest rate hike, Shanghai Commercial Bank’s first quarter EPS was 0.88 yuan",https://www.ctee.com.tw/news/20230522700639-430301,上海商業儲蓄銀行（5876）5月22日應華南永昌證券的邀請舉辦法人說明會，由上海銀總經理林志宏主持，並率相關部門主管向投資人說明今年第一季的營運發展概況與財務表現...,工商時報,2023年05月22日,2,,"['升息', '第一季', 'eps']"
positive,上海商銀受惠升息第一季EPS 0.88元,"Shanghai Commercial Bank benefited from interest rate hike, first quarter EPS 0.88 yuan",https://www.cdns.com.tw/articles/804362,"上海商銀受惠升息第一季EPS 0.88元 ... 
上海商銀應華南永昌證券邀約舉辦法人說明會，由華南永昌董事長黃進明（右二）、上海商銀總經理林志宏（左二）、執行副總郭進一（右一...",中華日報,2023年05月22日,2,"記者陳建興／台北報導

上海商業儲蓄銀行(5876)5月22日應華南永昌證券之邀請舉辦法人說明會，由該行林志宏總經理主持，並率相關部門主管向投資人說明今年第一季的營運發展概況與財務表現，以及下半年的營運展望。

林志宏總經理表示，儘管今年第一季我國經濟成長率呈現負3.02%，銀行的經營環境充滿挑戰，但該行仍持續秉持穩健經營，主要業務仍維持良好的成長動能，且第一季受惠於淨利差與淨息差維持相對高水平，合併利息淨收益較上年同期大幅成長31.2%，致第一季合併稅後淨利達52.6億元，較上年同期成長15.0%，稅後淨利歸屬母公司業主42.6億元，較上年同期成長17.0%，稅後每股盈餘0.88元，優於上年同期的0.81元。此外，該行個體3月底逾放比0.17%，備抵呆帳覆蓋率872.84%，普通股權益比率CET1 12.13%、資本適足率15.88%，充分顯示該行第一季的營運表現獲利良好，資產品質穩固，資本適足率充足。

上海商銀今年的策略主軸為：「多元核心，數位永續」，積極致力於擴增新獲利引擎，擴大營收與獲利來源，同時順應國際潮流，積極推動數位轉型與ESG永續發展。第一季營運發展的主要亮點包括：推動財金部及海外分行功能強化專案，更新提升財金交易系統，強化財金部組織人才、產品創新及財務行銷(TMU)團隊，以擴大財務操作等非利息收益。該行今年加強衝刺台灣的國際債券承銷業務，第一季的承作件數為全市場第一，案件參與率最高，而承作金額則在本國金融機構排名第二。

此外，該行為加速推動數位轉型，也在第一季進行數位金融處的組織改造，提升為數位金融事業部，擴大組織編制，加強吸引數位金融科技與資訊科技人才，強化數位金融交易與服務平台; 持續向前推進新核心系統建置專案，強化資訊競爭力; 接軌國際，簽署科學基礎減量目標倡議(SBTi)，進行投融資碳盤查及規劃減碳目標與策略，落實ESG永續發展。該行第一季獲得S&P全球永續年鑑評選為產業排名前10%的ESG績優企業，同時也通過信用卡及簽帳金融卡ISO 14067碳足跡的驗證，並獲得行政院環保署頒發信用卡及簽帳金融卡產品碳足跡標籤證書，積極推動綠色消費。

林志宏總經理也表示，該行中期發展以「發展多元核心，驅動數位轉型，強化國際金融，厚植人力資本，創造永續價值」為主軸，將持續加強綠能電動車、六大核心戰略產業及消費性貸款，並善用信用保證機制，提升資本使用效益; 籌設已獲金管會核准的台南市及苗栗縣新分行，以提高該行於都會區的金融服務覆蓋率; 向金管會申請高資產財富管理執照續照，加強高資產客戶資產傳承與資產配置，並評估設立海外分行以擴大國際金融版圖，加強人才培育與主管儲備及傳承，設立南區資訊開發中心及南區數位科技創新中心，同時持續推動數位轉型及ESG永續發展，發行可持續發展金融債券，導入並通過ISO 46001水資源管理系統及ISO 20400永續採購管理系統。該行2022年盈餘將配發現金股利每股1.8元，尚待6月13日的股東會通過。","['受惠', '升息', '第一季']"
positive,上海銀攜台中銀租賃簽永續連結貸款,Shanghai Bank and Taichung Bank Leasing sign perpetual linkage loan,https://www.ctee.com.tw/news/20230516700113-430301,"由上海商銀與凱基商銀共同統籌主辦的台中銀租賃事業公司32.5億元永續連結銀團貸款完成募集，貸款依據全球永續性報告書協會（Global 
Reporting Initiative，GRI）所出版...",工商時報,2023年05月16日,1,,"['銀攜臺', '中銀', '租賃', '連結']"
positive,上海商銀第1季財報出爐！稅後盈餘成長15% 每股盈餘0.88元,"Shanghai Commercial Bank’s first quarter financial report is out! After-tax earnings increased by 15%, earnings per share were 0.88 yuan",https://tw.stock.yahoo.com/news/%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E7%AC%AC1%E5%AD%A3%E8%B2%A1%E5%A0%B1%E5%87%BA%E7%88%90%EF%BC%81%E7%A8%85%E5%BE%8C%E7%9B%88%E9%A4%98%E6%88%90%E9%95%B715-%E6%AF%8F%E8%82%A1%E7%9B%88%E9%A4%98088%E5%85%83-075923886.html,上海商銀今日下午正式公告經董事會承認通過第1季財報數字，其中稅前淨利為64.93億元，稅後盈餘為52.55億元，歸屬業者淨利為42.6億元，每股盈餘0.88元。,奇摩股市,2023年04月28日,2,"財訊快報 ·

【財訊快報／劉敏夫】外電報導指出，日本財務大臣鈴木俊一表示，日本政府一個多月前對外匯市場進行的干預在一定程度上產生了效果。這是財務省披露的數據顯示當局耗費了創紀錄的資金支撐日圓後，官方首次承認了干預行動。鈴木俊一週二向媒體表示，干預市場是為了遏制投機導致的匯率過度波動。從這個角度看，政府認為取得了一定效果。鈴木俊一的表態是日本當局首次證實政府採取了干預行動，不過市場參與者根據交易模式和日本央行的數據，已普遍知曉財務省在4月底和5月初兩度進場干預。4月29日，日圓兌美元匯率在三十多年來首次跌破160關卡，之後又飆升逾5日圓。在5月1日的紐約交易時段，日圓兌美元從157.52左右跳升至153.04。日本央行公佈的數據似乎證實了當局這兩次都進行了干預，但具體金額不明。直至財務省上週五披露的數據顯示，為支撐本幣當局總計耗費了9.8兆日圓（627億美元），創下紀錄。日本官員往往對匯率出現重大波動後是否進行了干預保持緘默，讓市場參與者不停猜測的這一策略，可能會讓他們在把匯率推向重要關卡時更加謹慎。鈴木俊一就干預發表講話後，日圓兌美元小幅走低至156.40附近。鈴木俊一就匯率過度波動再度發出標準警告","['稅後', '盈餘', '每股']"
positive,上海商銀Q1國際債發行參與率居冠,Shanghai Commercial Bank ranks first in Q1 international bond issuance participation rate,https://www.ctee.com.tw/news/20230426700091-430301,根據彭博4月公佈今年第一季台灣資本市場排行季報，台灣國際債券第一季總發行量較去年同期大減逾8成，僅約23.5億美元，19個發行案件。在市場急速萎縮及逆風下，上海商銀...,工商時報,2023年04月26日,2,,"['q1', '國際', '發行']"
positive,犇亞證券攜手上海商銀，推廣易通金圈存交易服務！圈存交易安心下單，不怕胖手指！,"Benya Securities joins hands with Shanghai Commercial Bank to promote Yitong gold deposit trading service! Place orders with peace of mind when placing deposit transactions, and don’t be afraid of fat fingers!",https://www.businesstoday.com.tw/article/category/183017/post/202304210032/,歸納易通金有四大特色：包括線上開戶真方便、圈存交易真安全、超低手續費真優惠，第四是連結上海商銀數位帳戶，帳戶餘額30萬元內利率是1.96%，高於一年期定存利率，若符合...,今周刊,2023年04月24日,1,"「啊！不小心把五張股票，按成50張！」類似的股市胖手指事件時有所聞。女神安心亞分享安心投資的秘訣是「祈禱幸運，不如做好防護，多一圈更安全！」避免違約交割的最佳方法就是圈存交易，「安心進場我選易通金」，為股市進場繫上安全帶。

股票投資是不少民眾投資的第一項工具，但你開的證券戶能讓你安心交易嗎？據台灣證券交易所統計，至今年3月底，國內股票投資開戶數高達1,217.7萬戶，光是過去兩年期間新開戶數超過72萬戶，當中，年齡低於30歲的新開戶增加34.35萬戶，顯示愈來愈多年輕人勇於投入股市，但如有違約交割，卻會讓信用紀錄留下污點，凸顯選擇安全交易的重要性。

最近國際間興起「T+1」交割制度，意即下單後一個交易日完成交割，以降低違約交割風險，其實，國內早有創新券商推出比「T+1」更安全的圈存交易機制，保障股民進場安全。

這家創新券商就是犇亞證券，早在2016年即領先多數券商推出圈存交易，而其受讓經營的鑫豐證券（現為犇亞證券鑫豐分公司）更是國內首家採行圈存交易券商。

4月12日，犇亞證券攜手百年銀行上海商銀，盛大召開「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下「ETJ 易通金」證券交易平台，配合上海商業儲蓄銀行數位帳戶，善盡社會責任，共同推廣圈存證券交易機制。

犇亞易通金圈存交易是參考美、港、日證券市場的交易模式，導入具「購買力」觀念的圈存式下單。當客戶投資下單時，系統會確認投資者帳戶內有足夠交易金額後，才會放行該筆交易委託，若金額不足，會擋下委託單，以免客戶陷入違約交割風險。因為降低客戶交割違約風險，犇亞證券也能降低經營成本，提供客戶更優惠的手續費折扣，打造客戶與券商雙贏局面。

品牌代言人安心亞與犇亞證券長官趙元旗共同推廣投資安全的重要性。

下錯張數好可怕 圈存交易好安心

過去曾任第一金、開發金總經理的犇亞證券獨立董事趙元旗透露，今年高齡97歲母親還在買賣股票，但過去一年就有兩次，以為自己帳戶裡有錢，便下單買股票，最後趕緊叫他去補錢；如果下單時，帳戶裡有足夠的錢，便能保障投資人，避免違約交割。

ETJ 易通金代言人安心亞在記者會分享自己過去投資是「完全不研究，直直就去，然後就沒了。」而她的朋友曾經想下單五張股票，變成50張，「要是我，可能會嚇死，圈存易通金太棒了，很適合我們，因為多一圈更安全。」圈存機制的最大優點之一，是協助控管買賣倒置，或下錯張數的電子交易風險。

系統即時處理 下單速度免驚

投資人透過ETJ 易通金「即時圈存」機制交易時，交易主機直接連接銀行，盤中加∕解圈存均由程式即時處理，下單速度與一般網路下單幾乎沒差異；如果更在乎下單速度，可以選擇 ETJ 易通金「預圈制」，每日盤前先向銀行查詢餘額並全數圈存，盤中交易時自行計算金額，不須逐筆跟銀行對接，預圈制的下單速度與一般無圈存下單一樣快。



值得注意的是，資金圈存後，錢還是在你的帳戶內，在未成交前，如果剛好有資金需求，可以隨時解圈；一般下單成交後，交割款項跟一般下單一樣，到了 T+2 日時才會扣款交割。

安心亞擔任「犇亞易通金，圈存金安心」品牌代言人，提及現在開戶除了安心圈存交易外，同時享有超低手續費外及高活存利率，還可參加抽獎活動。

利率大勝定存 成交抽獎好康多

上海商銀資深副總經理彭國貴表示，近幾年金管會非常重視金融消費者保護、公平待客原則，犇亞證券從保護客戶出發，推出圈存易通金，是業界非常了不起的創舉。歸納易通金有四大特色：包括線上開戶真方便、圈存交易真安全、超低手續費真優惠，第四是連結上海商銀數位帳戶，帳戶餘額30萬元內利率是1.96%，高於一年期定存利率，若符合一定條件，最高可到50萬元，另外提供每個月十次跨行提款、轉帳免手續費。

【犇亞 ETJ 易通金˙新戶下單獨家好禮】

新戶首筆下單即贈『犇亞獨家旅行萬用插頭』，讓您充電不受限!!!

Type C 支援多款電子設備

GaN 氮化鎵快速充電超有感

氣質紅、典雅黑、時尚白、蒂芙尼藍，四色任您選

價值 $2,000 元，數量有限，送完為止

立即開戶 https://www.estockking.com/","['金圈存', '交易', '攜手', '推廣']"
positive,犇亞證券攜手上海商銀推動易通金圈存與數位帳戶| 金融理財- 好生活| 中央社CNA,Benya Securities joins hands with Shanghai Commercial Bank to promote Yitong gold deposits and digital accounts,https://howlife.cna.com.tw/financial/20230413S005.aspx,犇亞證券聯手上海商業儲蓄銀行於4月12日召開「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下「ETJ易通金」證券交易平台，配合上海商業儲蓄銀行數位帳戶，...,中央社 CNA,2023年04月13日,1,"犇亞證券聯手上海商業儲蓄銀行於4月12日召開「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下「ETJ易通金」證券交易平台，配合上海商業儲蓄銀行數位帳戶，共同推廣圈存證券交易機制，本次亦邀請藝人安心亞擔任品牌代言人，共同推廣投資安全的重要性。

藝人安心亞（中）擔任品牌代言人，犇亞證券獨立董事趙元旗（右）、上海商銀資深副總彭國貴（左）合影，共同推廣投資安全的重要性。

犇亞證券獨立董事趙元旗表示，近幾年首次開戶參與股市的投資人眾多，再加上股市交易更趨即時與複雜，不時傳出違約交割的情況。犇亞易通金參考美、港、日證券市場的交易模式，導入具『購買力』觀念的圈存式下單。當客戶進行投資下單時，系統會確認投資者帳戶有足夠交易金額後，才會放行該筆交易委託。

ETJ易通金【即時圈存】機制由交易主機直接連接銀行，盤中加/解圈存均由程式即時處理。同時ETJ易通金另提供【預圈制】選項，每日盤前可先向銀行查詢餘額並全數圈存，盤中無須逐筆跟銀行對接，下單速度與一般網路下單完全一致。

趙元旗指出，圈存機制的最大優點之一，在於協助控管電子交易風險的安全性，若沒有透過圈存機制控管，帳戶沒有足夠資金，就有可能會不小心違約交割。最近股市交易很熱絡，年輕人參與度很高，但發生許多人違約交割的問題，投資人應該要知道更正確的投資觀念。

海商銀資深副總彭國貴說，上海商業儲蓄銀行數位帳戶是犇亞易通金圈存交易的首選合作伙伴，希望提供廣大投資人一個安心投資的帳戶與管道。目前投資人可在線上同時快速完成犇亞易通金與上海商業儲蓄銀行數位帳戶的開戶外，客戶更可享有犇亞易通金所提供業界具競爭力之手續費優惠，與上海商業儲蓄銀行數位帳戶之存款優惠利率及其他各項禮遇，更多活動詳情與規定請上犇亞證券官網查詢。

（文／中央社特企．圖／中央社）","['攜手', '推動', '證券']"
neutral,上海商銀X犇亞推圈存交易,Shanghai Commercial Bank,https://www.chinatimes.com/newspapers/20230413000342-260203,上海商銀（5876）與犇亞證券合作推出證券圈存交易機制，並於4月12日舉行「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下服務平台「ETJ易通金」作為業界先鋒，...,中時新聞網,2023年04月13日,1,,['交易']
neutral,上海商銀X犇亞推圈存交易,Shanghai Commercial Bank,https://wantrich.chinatimes.com/news/20230413900098-420101,上海商銀（5876）與犇亞證券合作推出證券圈存交易機制，並於4月12日舉行「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下服務平台「ETJ易通金」作為業界先鋒，...,旺得富理財網,2023年04月13日,1,,['交易']
neutral,上海商銀與犇亞證券聯手推動ETJ易通金圈存交易機制,Shanghai Commercial Bank and Benya Securities jointly promote the ETJ gold deposit trading mechanism,https://www.ctee.com.tw/news/20230412701132-439803,上海商銀（5876）與犇亞證券合作推出證券圈存交易機制，12日召開「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下服務平台「ETJ易通金」作為業界先鋒，推出證券...,工商時報,2023年04月12日,1,,"['金圈存', '交易', '證券', '聯手']"
positive,上海商銀攜手犇亞證券推動ETJ易通金圈存交易機制,Shanghai Commercial Bank joins hands with Benya Securities to promote ETJ gold deposit trading mechanism,https://tw.news.yahoo.com/%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E6%94%9C%E6%89%8B%E7%8A%87%E4%BA%9E%E8%AD%89%E5%88%B8-%E6%8E%A8%E5%8B%95etj%E6%98%93%E9%80%9A%E9%87%91%E5%9C%88%E5%AD%98%E4%BA%A4%E6%98%93%E6%A9%9F%E5%88%B6-092321651.html,上海商銀數位帳戶是犇亞易通金圈存交易的首選合作伙伴，希望提供投資人一個安心投資的帳戶與管道。目前投資人可在線上同時快速完成犇亞易通金與上海商業儲蓄銀行數位帳戶的...,奇摩新聞,2023年04月12日,1,"▲上海商銀資深副總彭國貴（左）、代言人安心亞（中）、犇亞證券獨立董事趙元旗（右）共同ETJ易通金圈存交易機制出席發表會。

▲▲上海商銀資深副總彭國貴（左）、代言人安心亞（中）、犇亞證券獨立董事趙元旗（右）共同ETJ易通金圈存交易機制出席發表會。

上海商銀（5876）與犇亞證券今（12）日宣布攜手推動證券圈存交易機制，將以犇亞證券旗下服務平台「ETJ易通金」，配合上海商銀數位帳戶，證券下單，銀行先行帳戶圈存，以保障投資安全。

近幾年首次開戶參與股市的投資人眾多，再加上股市交易更趨即時與複雜，不時傳出違約交割的情況。犇亞易通金參考美、港、日證券市場的交易模式，導入具『購買力』觀念的圈存式下單。當客戶進行投資下單時，系統會確認投資者帳戶有足夠交易金額後，才會放行該筆交易委託。

ETJ易通金【即時圈存】機制由交易主機直接連接銀行，盤中加／解圈存均由程式即時處理。同時ETJ易通金另提供【預圈制】選項，每日盤前可先向銀行查詢餘額並全數圈存，盤中無須逐筆跟銀行對接，下單速度與一般網路下單完全一致！

圈存機制的最大優點之一，在於可以協助控管電子交易的風險，例如買賣倒置，或下錯張數（如買10張卻輸入成買100張）。亦即經由圈存機制，投資人將在自有資金的範圍內安心下單，降低交割違約與超額投資的風險。

上海商銀數位帳戶是犇亞易通金圈存交易的首選合作伙伴，希望提供投資人一個安心投資的帳戶與管道。目前投資人可在線上同時快速完成犇亞易通金與上海商業儲蓄銀行數位帳戶的開戶外，更可享有犇亞易通金所提供業界具競爭力之手續費優惠，與上海商銀數位帳戶之存款優惠利率及其他各項禮遇。

即日起，犇亞易通金針對新開戶與圈存交易客戶，推出雙重贈獎與豪禮抽奬活動:凡採新開立犇亞易通金帳戶且使用圈存式完成一筆台股交易者，即贈送犇亞證券「獨家旅行萬用插頭」；另6月底前推出「交易天天抽」活動；每天抽出一名使用犇亞易通金圈存下單成交的幸運客戶，獎項包括價值新台幣4萬元的旅遊金(共35名)，與Apple iPhone 14 Pro max 512GB(共20位)。

上海商銀表示，近年積極配合金管會推動普惠金融與提升金融服務效率的政策，持續投入資源發展數位金融，展開跨業合作，致力協助證券商發展證券交割業務 ，包含台股交割業務、國外股市複委託交割業務及證券商分戶帳業務，希望提供證券商及投資人一個安全穩定及便利的金流平台。","['金圈存', '交易', '機制', '攜手']"
positive,犇亞證券攜手上海商業儲蓄銀行合作推動易通金圈存與數位帳戶,Benya Securities and Shanghai Commercial and Savings Bank cooperate to promote Yitong gold deposits and digital accounts,https://tw.news.yahoo.com/%E7%8A%87%E4%BA%9E%E8%AD%89%E5%88%B8%E6%94%9C%E6%89%8B%E4%B8%8A%E6%B5%B7%E5%95%86%E6%A5%AD%E5%84%B2%E8%93%84%E9%8A%80%E8%A1%8C%E5%90%88%E4%BD%9C-%E6%8E%A8%E5%8B%95%E6%98%93%E9%80%9A%E9%87%91%E5%9C%88%E5%AD%98%E8%88%87%E6%95%B8%E4%BD%8D%E5%B8%B3%E6%88%B6-112230422.html,上海商業儲蓄銀行數位帳戶是犇亞易通金圈存交易的首選合作伙伴，希望提供廣大投資人一個安心投資的帳戶與管道。目前投資人可在線上同時快速完成犇亞易通金與上海商業儲蓄...,Yahoo新聞,2023年04月12日,1,"犇亞證券攜手上海商業儲蓄銀行合作 推動易通金圈存與數位帳戶

【記者陳顗喆／台北報導】犇亞證券聯手上海商業儲蓄銀行今日召開「犇亞易通金，圈存金安心」合作記者會，以犇亞證券旗下「ETJ易通金」證券交易平台，配合上海商業儲蓄銀行數位帳戶，共同推廣圈存證券交易機制。投資人不僅可於線上完成證券與銀行之開戶，並規劃豐厚獎品作為圈存交易機制的消費者體驗鼓勵，更邀請藝人安心亞擔任品牌代言人，共同推廣投資安全的重要性！

圈住安全快速下單控管投資交割風險

近幾年首次開戶參與股市的投資人眾多，再加上股市交易更趨即時與複雜，不時傳出違約交割的情況。犇亞易通金參考美、港、日證券市場的交易模式，導入具『購買力』觀念的圈存式下單。當客戶進行投資下單時，系統會確認投資者帳戶有足夠交易金額後，才會放行該筆交易委託。

ETJ易通金【即時圈存】機制由交易主機直接連接銀行，盤中加/解圈存均由程式即時處理。同時ETJ易通金另提供【預圈制】選項，每日盤前可先向銀行查詢餘額並全數圈存，盤中無須逐筆跟銀行對接，下單速度與一般網路下單完全一致！

圈存機制的最大優點之一，在於可以協助控管電子交易的風險，例如買賣倒置，或下錯張數（如買10張卻輸入成買100張）。亦即經由圈存機制，投資人將在自有資金的範圍內安心下單，降低交割違約與超額投資的風險。

線上開戶方便迅速盡享優惠與雙重豪禮

上海商業儲蓄銀行數位帳戶是犇亞易通金圈存交易的首選合作伙伴，希望提供廣大投資人一個安心投資的帳戶與管道。目前投資人可在線上同時快速完成犇亞易通金與上海商業儲蓄銀行數位帳戶的開戶外，客戶更可享有犇亞易通金所提供業界具競爭力之手續費優惠，與上海商業儲蓄銀行數位帳戶之存款優惠利率及其他各項禮遇。

更值得投資人關注是自即日起，犇亞易通金針對新開戶與圈存交易客戶，推出雙重贈獎與豪禮抽奬活動:

第一重，即日起，凡採新開立犇亞易通金帳戶且使用圈存式完成一筆台股交易者，即贈送犇亞證券「獨家旅行萬用插頭」乙個(市值NTD2,000/個，限量2000個，送完為止)

第二重，2023/4/12(三)至2023/6/30(五)推出「交易天天抽」活動；每天抽出一名使用犇亞易通金圈存下單成交的幸運客戶，獎項包括價值新台幣4萬元的旅遊金(共35名)，與AppleiPhone14Promax512GB(共20位)。

活動詳情與規定請上犇亞證券官方活動網站https://www.estockking.com/primasia/index.html

圖一：品牌代言人安心亞(中)、犇亞證券趙元旗獨立董事(右一)、上海商業儲蓄銀行發言人彭國貴資深副總(左一)共同推廣圈存證券交易機制。（犇亞證券提供）

圖二：品牌代言人安心亞與犇亞證券長官趙元旗共同宣布，針對新開戶與圈存交易客戶，推出雙重贈獎與豪禮抽奬活動。（犇亞證券提供）

圖三：安心亞擔任「犇亞易通金，圈存金安心」品牌代言人。（犇亞證券提供）

犇亞證券攜手上海商業儲蓄銀行合作 推動易通金圈存與數位帳戶","['儲蓄銀行', '合作', '商業', '攜手']"
neutral,上海商銀聯手犇亞證券 推動ETJ易通金圈存交易,Shanghai Commercial Bank joins hands with Benya Securities to promote ETJ gold deposit transactions,https://www.chinatimes.com/realtimenews/20230412004765-260410,上海商銀與犇亞證券合作推出證券圈存交易機制，以犇亞證券旗下服務平台「ETJ易通金」作為業界先鋒，推出證券圈存交易帳戶，證券下單，銀行先行帳戶圈存，保障投資安全...,中時新聞網,2023年04月12日,1,,"['金圈存', '交易', '聯手', '證券']"
neutral,最壞情況過去了！投資達人點名「這4檔金融股」勇敢存,"The worst is over! Investment experts name ""these 4 financial stocks"" and be brave to save them",https://finance.ettoday.net/news/2474422,金融股陸續公布配息，因股債雙跌造成大幅的未實現損失，影響今年配息大縮水，國票金甚至不配息，終止連續13年配息紀錄。投資達人丁彥鈞認為金融股最壞的時刻已過去，...,ETtoday財經雲,2023年04月08日,1,"▲達人丁彥鈞公開4檔銀行金融股：中信金、永豐金、第一金、上海商銀，因外幣放款占比高，利差可望擴大。（圖／鏡週刊）

圖文／鏡週刊

金融股陸續公布配息，因股債雙跌造成大幅的未實現損失，影響今年配息大縮水，國票金甚至不配息，終止連續13年配息紀錄。投資達人丁彥鈞認為金融股最壞的時刻已過去，今年將會先蹲後跳，他依據央行公布的全體銀行財報來看，升息有利於銀行股，並點名4檔銀行類金融股，適合存股標的。

「存金融股應選擇股價波動小、每年獲利穩定、可穩定配發現金股利的公司。」丁彥鈞分析，金融股的投資順序，應該是銀行＞壽險＞證券，投資銀行股的優勢是「升息使得利差擴大」，策略則是領取穩定股利。

[廣告]請繼續往下閱讀...

丁彥鈞公開4檔銀行金融股：中信金、永豐金、第一金、上海商銀，因台美利差擴大，外幣放款占比大的金融股，可望跟著受惠。而上述4家銀行的外幣放款占比，分別為中信銀38％、上海商銀29％、永豐銀22％、一銀20％，2022年升息的效應會在2023年整年反映出來。

此外，丁彥鈞指出，銀行的獲利來源有3：第1是利息收入，第2是手續費收入，第3則是投資收入。他從央行網站下載本國銀行綜合損益表，從台灣全體銀行業的財報可見，銀行的利息淨收益（利息收入－利息費用），2022年前3季與2021年同期相比，成長16％，可見升息有利於銀行股。

只是因為2022年投資市場股債雙跌，造成全體銀行的投資收入減少，投資損益為-77％，財富管理手續費也減少5％，儘管如此，財報中仍可見銀行整體的淨收益仍是成長7％，稅後淨利也成長8％。

「美中不足的是，其他綜合損益是虧損的，代表銀行有『未實現損失』，因為2022年股債雙跌，銀行手上持有部位但未賣出，就會出現『未實現損失』，但我認為不必太過緊張，只要債券不違約，價格會慢慢往上漲。」丁彥鈞說。

尤其是美國到2024年可能開始降息，再加上全球復甦，「當股市債市都跌深反彈的話，銀行的『未實現損失』搞不好就變成『未實現利益』。」他從央行財報中觀察，銀行利息淨收益持續成長，2022年銀行股表現不佳，是特殊情況，優質的銀行股價下跌，反而是進場好機會。



更多鏡週刊報導

【金融股淘金1】玉山金現增4/6為最後買進日該上車？ 不敗教主3招教戰

【基金講堂】銀行股還看不到春天

【金融股大檢視4】金融股配息縮水00878被拖累？ 實際影響達人解答","['金融股', '勇敢', '點名', '過去']"
