title,title_translated,content,link,snippet,source,date,keywords,label,topic
SK telecom introduces AI-based screen consultation service,SK telecom introduces AI-based screen consultation service,,https://pulsenews.co.kr/view.php?year=2024&no=269627,"The newly introduced T Screen Sharing service allows customers visiting the 
stores for tasks such as new subscriptions or device changes to directly 
view the...",매일경제,2024年04月11日,"['screen', 'consultation', 'based', 'service']",neutral,1
SK Telecom Accelerates Global Expansion of ‘ifland’ Metaverse Platform,SK Telecom Accelerates Global Expansion of ‘ifland’ Metaverse Platform,"SK Telecom (SKT) is optimistic about its metaverse platform, ifland, and aims to expand its influence in the Asia Pacific region by forming new collaborations in Malaysia and the Philippines. ifland is SK Telecom's metaverse service, which provides a variety of social networking features and is expanding globally through collaboration with various partners.

The metaverse concept, popularized by science fiction and, more recently, by technology companies, represents a convergence of virtual reality, augmented reality, and the internet. SK Telecom's entrance into this arena signifies its acknowledgment of the metaverse as a significant trend that heralds the potential for widespread adoption and economic impact.

Fostering Growth

The South Korean operator announced in a translated statement that it has expanded its ifland partner list to include Malaysian telco, CelcomDigi, and CHERRY—a Philippine Internet of Things (IoT) platform.

The agreements will provide a locally-optimized metaverse platform, with CelcomDigi and CHERRY focusing on local brand partnerships, specialized marketing, and primary customer support in their respective markets.

The objective is to expedite the growth of ifland into Southeast Asia. Additionally, it's important to highlight that CelcomDigi had previously committed to partnering with SKT on metaverse initiatives. Both companies previously announced their collaboration on expanding ifland and innovating new business concepts.

Yang Maeng-seok, the head of SK Telecom's metaverse division, cited Malaysia and the Philippines as key markets for ifland's international expansion. He went on to say that through collaboration with local companies and the introduction of AI, the company will be reborn as a 'global AI metaverse.'

CelcomDigi's Chief Innovation Officer, Kugan Thirunavakarasu, stated that the company will work to innovate in the metaverse and increase customer value through CelcomDigi's network technology and AI-based solutions.

Navigating New Markets

In addition to its activities in the Asia Pacific region, SKT has expressed its commitment to exploring partnerships in the Americas while emphasizing the interplay between the metaverse and AI.

Furthermore, it intends to enhance the user experience for a global audience by introducing additional supported languages, including Malay, Indonesian, Hindi, and Spanish, within the first half of the year. Moreover, a feature enabling personalized content recommendations based on user characteristics by region is currently being developed.",https://www.telecomreviewasia.com/news/technology-news/4133-sk-telecom-accelerates-global-expansion-of-ifland-metaverse-platform,"SK Telecom ramps up its global expansion efforts for the ifland metaverse 
platform, forging new collaborations in Malaysia and the Philippines, as 
part of...",Telecom Review Asia,2024年04月09日,"['accelerates', 'global', 'expansion']",positive,2
"SK Telecom Upgrades Call Features of its Personalized AI Personal Assistant 
'A.'","SK Telecom Upgrades Call Features of its Personalized AI Personal Assistant 
'A.'","SK Telecom announced that it has upgraded call-related features of its personalized AI personal assistant, 'A.' (pronounced 'A dot'), and made features such as 'A. Call Translator' available for Android device users.

By adding the call service to A. for Android, SKT now offers not only basic AI-based phone features such as call recording and call summary, but also A. Call Translator, a real-time call interpretation service that was first made available for the iOS version of A. last December.

to A.’s call service. AI Spam Indicator helps users recognize spam calls by displaying a spam rating – e.g. phishing alert, spam alert, and suspected spam – when users receive a call from an unknown number. The prediction is based on scores measured by SKT’s AI Spam Detection System that detects abnormal patterns of phone numbers in real time 24/7. AI Spam Indicator is available immediately on iOS and will be available on Android in April.

A. also offers 'Biz Contact,' a telephone directory feature designed to increase user convenience. The feature enables users to easily look up phone numbers of stores, businesses and organizations that are not saved in their contacts. This feature is available on both iOS and Android OS.

The upgraded AI-based call features can be used by SKT subscribers via sign-ups. Non-SKT subscribers can still use the A. app for call recording and call summary as well as features that assist their everyday lives.",https://www.thefastmode.com/technology-solutions/35560-sk-telecom-upgrades-call-features-of-its-personalized-ai-personal-assistant-a,"SK Telecom Upgrades Call Features of its Personalized AI Personal Assistant 
'A.' ... SK Telecom announced that it has upgraded call-related features of 
its...",The Fast Mode,2024年04月08日,"['upgrades', 'call', 'features', 'personalized']",positive,1
"SK Telecom Upgrades Call Features of its Personalized AI Personal Assistant 
'A.'","SK Telecom Upgrades Call Features of its Personalized AI Personal Assistant 
'A.'","SK Telecom announced that it has upgraded call-related features of its personalized AI personal assistant, 'A.' (pronounced 'A dot'), and made features such as 'A. Call Translator' available for Android device users.

By adding the call service to A. for Android, SKT now offers not only basic AI-based phone features such as call recording and call summary, but also A. Call Translator, a real-time call interpretation service that was first made available for the iOS version of A. last December.

to A.’s call service. AI Spam Indicator helps users recognize spam calls by displaying a spam rating – e.g. phishing alert, spam alert, and suspected spam – when users receive a call from an unknown number. The prediction is based on scores measured by SKT’s AI Spam Detection System that detects abnormal patterns of phone numbers in real time 24/7. AI Spam Indicator is available immediately on iOS and will be available on Android in April.

A. also offers 'Biz Contact,' a telephone directory feature designed to increase user convenience. The feature enables users to easily look up phone numbers of stores, businesses and organizations that are not saved in their contacts. This feature is available on both iOS and Android OS.

The upgraded AI-based call features can be used by SKT subscribers via sign-ups. Non-SKT subscribers can still use the A. app for call recording and call summary as well as features that assist their everyday lives.",https://www.thefastmode.com/technology-solutions/35560-sk-telecom-upgrades-call-features-of-its-personalized-ai-personal-assistant-a,"SK Telecom Upgrades Call Features of its Personalized AI Personal Assistant 
'A.' ... SK Telecom announced that it has upgraded call-related features of 
its...",The Fast Mode,2024年04月08日,"['upgrades', 'call', 'features', 'personalized']",positive,1
SKT steps up its metaverse expansion in Asia,SKT steps up its metaverse expansion in Asia,"SK Telecom (SKT) has high hopes for its metaverse platform, ifland, and to further boost its presence across the Asia Pacific region it has struck new partnerships in Malaysia and the Philippines as part of a wider ambition to achieve global leadership in the world of immersive experiences.

The South Korean operator announced in a translated statement that it has expanded its list of partners for ifland to include Malaysian telco CelcomDigi and Philippine internet of things (IoT) platform, Cherry.

Through the agreements, the partners will provide a locally-optimised metaverse platform: CelcomDigi and Cherry will focus on local brand partnerships, specialised marketing and providing primary customer support in their respective markets.

The goal is to accelerate the expansion of ifland into southeast Asia.

It’s worth noting that CelcomDigi had previously agreed to partner SKT on metaverse developments: In March 2023 the companies said they were collaborating on ifland’s expansion and the development of new business ideas – see News brief: SKT further expands its metaverse reach.

The head of SK Telecom’s metaverse division, Yang Maeng-seok (pictured above in a metaverse-styled avatar, right), described Malaysia and the Philippines as key markets for ifland’s international expansion plans. He added that through cooperation with local companies, alongside the introduction of AI, the company will be reborn as a ‘global AI metaverse’.

CelcomDigi’s chief innovation officer, Kugan Thirunavakarasu (pictured above in a metaverse-styled avatar, left), added that the companies will strive to innovate in the metaverse and to expand customer value with CelcomDigi’s network technology and AI-based solutions.

Beyond the Asia Pacific region, SKT added it is engaging with potential partners in the Americas while keeping a sharp focus on the synergy between metaverse and AI.

It also plans to enrich the experience for global users by adding more supported languages, such as Malay, Indonesian, Hindi and Spanish, in the first half of the year. A function that enables curated content recommendations according to customer characteristics by region is also in the works.

SKT’s metaverse partner list also includes Singaporean operator Singtel, Middle Eastern telco giant e& and German giant Deutsche Telekom.

- Yanitsa Boyadzhieva, Deputy Editor, TelecomTV",https://www.telecomtv.com/content/telcos-and-ai-channel/skt-steps-up-its-metaverse-expansion-in-asia-50093/,"SK Telecom has ambitious plans for global expansion of ifland, its 
metaverse platformThe telco has further expanded its partner ecosystem to 
enable the...",TelecomTV,2024年04月05日,"['metaverse', 'expansion', 'its', 'in']",positive,1
SK Telecom embraces ODA to support Global Telco AI Alliance,SK Telecom embraces ODA to support Global Telco AI Alliance,"The Global Telco AI Alliance has made strides in developing Large Language Models (LLMs) for telecom operators since it was formed in July 2023. As the group works to fine-tune and commercialize AI models, TM Forum’s Open Digital Architecture (ODA) is set to play an integral role in helping the initiative to scale.

Founded by Deutsche Telekom, e&, Singtel and SK Telecom, the Alliance members formalized their commitment in February with plans to create a joint venture company and added Softbank to the group.

In an interview with TM Forum's Inform, Will Cho Sang-hyuk, Vice President of Strategic Partnerships at SK Telecom, explained why ODA is important for telco implementations of Generative AI (GenAI) and shared next steps for the organization.

“[Operators] are excited about GenAI and thought using big tech companies’ APIs is sufficient to apply the technology to respective telco use cases, but this is not true … Without seamless integration with the back-end system, you cannot achieve the outcome you want to deliver for customer satisfaction,” he said.

The Alliance is initially focused on creating LLMs to support digital assistants and chatbots to improve customer interactions by making them more conversational. Examples of the GenAI use cases include providing real-time assistance to call center agents and generating post-call summaries.

Customer service use cases require access to Business Support Systems and Operational Support Systems (BSS/OSS), and the Alliance needed a standard way for LLMs to integrate with telco systems without having to handle “scores of APIs,” he explained. This is where ODA comes in.

“The ODA framework is an efficient tool to solve this issue at scale. If we can aggregate collective requirements of telcos wanting to apply GenAI to call center and other business cases, we have a more cohesive platform to collaborate on. TM Forum is a really good platform for that,” he said.

SK Telecom joined TM Forum in February to collaborate with peers and share knowledge around GenAI and telco AI models. The operator’s corporate strategy is to become an AI company and it plans to leverage ODA and Open APIs to support its transformation as well as help to extend ODA to be AI-ready.

The telco also hopes to expand the Global Telco AI Alliance through its partnership with TM Forum. “There should be various ways to encourage the TM Forum members to get involved with this Alliance and open standards is one of them. We also seek tech partners for the Alliance, including BSS and OSS companies,” said Chung Suk-geun, Chief AI Global Officer at SK Telecom in an interview with Nik Willetts, CEO of TM Forum.

Alliance formalizes AI ambition

The Alliance’s five members have committed to creating a JV, with each contributing an equal, undisclosed investment. This will establish a legal entity for joint development work on LLMs and for engaging with LLM providers, communications service providers and other tech partners.

The new company will be able to procure basic LLM components and aggregate anonymized data from telco members as well as their “token consumption”. By combining LLM demand from five telcos, with total customer base of around 1.3 billion, the Alliance JV will be able to negotiate better terms and receive strategic and technical support from LLM developers, such as Anthropic or OpenAI, compared to one operator.

“Many companies sign MOUs and announces partnerships … but without formalised commitment … it doesn't have any follow through. That's why we wanted to create this vehicle to deliver tangible outcomes,” said Cho.

Together, the founding operators will create telco-specific LLMs and LLMOps to be used across their own operations. Initial LLMs will be optimized for Arabic, English, German, Japanese and Korean and there are plans for supporting additional languages.

The Alliance aims to make the telco LLMs easy to use on a platform-as-a-service model.

Learning to speak telco

The LLMs will also be trained to learn the language of the telco industry. That is, fine-tuning the models for telco-specific questions related to customer equipment, contracts or service troubleshooting. With an understanding of telco operations, LLMs can make chatbots more sophisticated and able to handle a wider range of complex customer interactions and provide more helpful responses.

The Alliance has said that LLM training is underway. The first joint development agreement was announced by Deutsche Telekom and SK Telecom in October 2023.

For example, if a customer contacts their service provider to say they are thinking of leaving because their bill is too high, a chatbot powered by an off-the-self LLM might show the customer the easiest way to stop the service. But a telco LLM would be trained to help the customer find a better service plan to meet their needs.

SK Telecom’s Cho said telco LLMs can make call center agents’ jobs easier while improving customer satisfaction. Using telco-specific LLMs, agents can have faster access to information from BSS and OSS systems to support customer queries, such as contract details, rather than manually searching for details.

“If it is telco LLM, tailored for telco use cases, we fine tune the model using telcos’ proprietary data and connect it the BSS/OSS system … We can collapse those lead times … and reduce the cognitive burden on the call center agent’s shoulder… So it’s a win-win for customers and agents,” said Cho.

This can drive cost savings for operators by increasing call center agent retention and streamlining the training of new agents. “It is beneficial for the operator because retaining and training good call center agents takes time and money,” he said.

Generative AI and the ODA will be hot topics at DTW24 – Ignite, which runs from 18-20 June in Copenhagen. View the agenda.",https://inform.tmforum.org/features-and-opinion/sk-telecom-embraces-oda-to-support-global-telco-ai-alliance,"SK Telecom joined TM Forum in February to collaborate with peers and share 
knowledge around GenAI and telco AI models. The operator's corporate 
strategy is to...",TMForum - Inform,2024年04月04日,"['embraces', 'telco', 'ai']",positive,2
SK Telecom to launch metaverse platform in SE Asia,SK Telecom to launch metaverse platform in SE Asia,"South Korea’s SK Telecom Co. announced on Thursday that it has signed a contract with CelcomDigi Berhad, the leading telecom company in Malaysia, and Cherry, an Internet-of-Things (IoT) platform company in the Philippines, for publishing partnership of its metaverse platform, ifland.SK Telecom will collaborate with CelcomDigi and Cherry to provide locally optimized metaverse platforms and oversee global services targeting the entire region.CelcomDigi and Cherry will focus on local brand partnerships, localized marketing, and initial customer support.Artificial intelligence (AI) features will also be introduced to ifland by the end of the year.Plans include preparing an AI non-player character (NPC) Social AI Agent optimized for local languages and cultures and a 3D AI studio to create items and spaces tailored to each country's culture using generative AI.SK Telecom plans to expand ifland into regions, including the Americas, focusing on metaverse and AI synergy, starting with Southeast Asia.The goal is to create a seamless global AI metaverse experience that transcends national boundaries.Support for languages such as Malay, Indonesian Hindi, and Spanish will be added within the first half of the yearThe curation feature will recommend content tailored to the characteristics of users in different regions, improving the metaverse experience for global users.Seung-Woo Lee at leeswoo@hankyung.com","https://www.kedglobal.com/tech,-media-telecom/newsView/ked202404040008","SK Telecom plans to expand ifland into regions, including the Americas, 
focusing on metaverse and AI synergy, starting with Southeast Asia. The 
goal is to...",KED Global,2024年04月04日,"['metaverse', 'platform', 'launch', 'to']",neutral,1
"SK Telecom (CEO Yoo Young-sang) will develop artificial intelligence (AI) 
contact centers for global..","SK Telecom (CEO Yoo Young-sang) will develop artificial intelligence (AI) 
contact centers for global..","AI Frontier 5th episode. Interview with SK Telecom Vice President Park Byung-kwan Technology Leads in Solidarity with Telecommunications Companies in Europe and the Middle East Co-development of LLM for communication with OpenAI and Google Expansion of A-DOT services such as 'customized voice'

사진 확대 Park Byung-kwan, Vice President of SK Telecom

SK Telecom (CEO Yoo Young-sang) will develop artificial intelligence (AI) contact centers for global telecommunication companies and chatbots for knowledge management. In addition, SK Telecom will introduce a 'user-customized voice' to A-DOT. As a leader in the global telecommunications industry, the message is that it will become the center of AI services. In an interview with Maeil Business, Park Byung-kwan, vice president of AI Tech Products, emphasized AI strategies of ""self-reliance"" and ""cooperation."" (Full Story)

- What kind of tasks are you in charge of within SKT?

▶ It oversees voice recognition, voice synthesis, and large language model (LLM) applications. For example, let's summarize the call and try to convey it by voice. Voice recognition is required to convert voice into text, LLM application is required to summarize it, and voice synthesis technology is required to answer it with voice again.

- What kind of service are you preparing right now?

▶What we are currently preparing is a personalized voice service. It is a technology that can deliver 20 to 30 sentences in the voice of a specific person. (I am curious about the specific voice) The service team will prepare it separately. For example, if you send a text message in an absent message when you get a call, the other party can hear it in my voice. The service will be available soon through AI Agent A-DOT. Voice synthesis used to be unnatural, but now it's quite natural.

- SK Telecom is leading the Telco Alliance. Is there a separate technology development?

We are preparing an AI contact center for ▶ Telco. This is a work for Telco Alliance, a global carrier alliance. The reasons why carriers build LLM will be largely similar. It is an AI-based contact center for this purpose. The AI contact center can first receive and sort before the customer calls the counselor. It can help the counselor and reduce the burden of work.

사진 확대 Park Byung-kwan, Vice President of SK Telecom

- Please let me know if you are developing other technologies.

▶We are building an infrastructure operation chatbot. Knowledge management 2.0. Previously, company know-how was accumulated only as data, but if it is linked with AI, necessary data can be shared within the company. It is an in-house chatbot. I would like to share more use cases and cooperate with Telco Alliance.

(SK Telecom has signed a joint venture (JV) for AI business cooperation with four companies belonging to the global Telco AI Alliance, Deutsche Telekom (Germany), Softbank (Japan), Singtel (Singapore), and EN (UAE) at MWC24.)

- What is SK Telecom's AI strategy?

▶What SK Telecom does is self-discipline and cooperation. Self-developed self-development is also necessary, but external technology must also be obtained. This is cooperation. You can't move the market if it's not on the scale. It is necessary to work with the outside world to create economies of scale. Previously, GPT was used to summarize currencies. However, it is A.X LLM that internalizes it because it is expensive. Infrastructure data should not go outside. Internal models are also needed.

- Does it mean that both internal development and external collaboration will take place?

▶ If you rely solely on external partners, you become subordinate. We always think about synergy. But we need services right away. When it is a good external model, it cooperates and internalizes what is needed. That's exactly what the call summary was like. The summary generates a lot of traffic and costs a lot of money. It was judged that it was important for SK Telecom to develop a summary model on its own.

사진 확대 Park Byung-kwan, Vice President of SK Telecom

▶ I developed an AI model myself. However, the model alone does not provide the service. B2C service costs a lot of money. Accuracy is also a problem. In that case, other skills will be needed. Sometimes old skills are needed. The goal is to provide services using not only AI technology models but also existing technologies. LLM development is not the only thing. I would like to do something that can be serviced by filling in the necessary elements.

- SK Telecom CEO Yoo Young-sang emphasized AI governance. (At the general shareholders' meeting held on March 26, 2024, CEO Yoo Young-sang was re-elected with an additional three-year term guaranteed. SK Telecom has declared its vision to raise sales from 17.6086 trillion won last year to 25 trillion won in 2028 based on AI and other factors. CEO Yoo said, ""When I declared SK Telecom's new vision, AI Company, many people wondered,"" adding, ""We will show tangible results by implementing concrete strategies in the future."" He also explained, ""We will implement various attempts on AI governance, which is increasingly emphasized in order to strengthen its competitiveness as an AI company."" It declared 'T.H.E.AI', the principle of AI governance. Specifically, the message is that it will use Telco to increase AI ethics for people and customers.

▶One of the rewarding tasks we did was to link OCR technology, which is image recognition, with Sullivan Plus. It was a model that cooperated with social enterprises. It is a service for the visually impaired. For example, if you take a picture at a convenience store, the AI will tell you where each product is. In the meantime, there have been few Korean AI services. I wanted to create a skill that would help someone.

사진 확대 Park Byung-kwan, Vice President of SK Telecom

- I'm curious about the goal of the team.

▶ My goal is to make a good Telco use case. (Earlier, SK Telecom invested $100 million in Enthropics, which produced Claude AI.) In the future, we will jointly develop an LLM dedicated to Telco. It was decided that various services should be applied to A-DOT. Voice recognition and voice synthesis are also required, and chatbots as well as callbots are needed. Therefore, SK Telecom has an organization called AI Tech Product.

■ He is... He graduated from Hanyang University's Department of Electronics and Electrical Engineering and received a master's degree from the University of Wisconsin in the United States. After that, he was in charge of video vision processing technology at the Samsung Research and Extension Services in 2005. At this time, camera auto-focusing technology was released in collaboration with the system LSI business unit. He later joined SK Telecom in 2013. Intelligent Character Recognition (OCR) technology is a representative work. At that time, the T-map modified the map by manually checking the signs one by one, but it was a solution that was automatically entered by uploading only images using OCR technology. This technology is also applied to SK Telecom's security access. It is a technology that has been ranked in the top 10 globally in FRVT benchmark tests. Since then, we have developed a technology that changes a face photo into a character face using a generative adversarial network (GAN). Currently, this technology is applied to A-DOT Photo.

Reporter Lee Sang-deok. Reporter Jung Ho-joon.",https://www.mk.co.kr/en/it/10974665,"▷What SK Telecom does is self-discipline and cooperation. Self-developed 
self-development is also necessary, but external technology must also be 
obtained.",매일경제,2024年03月26日,"['ai', 'telco', 'alliance', 'vice']",neutral,2
"After 40 years of writing ICT Korea's history, SK Telecom is now launching 
a new challenge for the","After 40 years of writing ICT Korea's history, SK Telecom is now launching 
a new challenge for the","사진 확대 SKT CEO Yoo Young-sang speaks at the 40th regular shareholders' meeting held at the T Tower of its headquarters in Euljiro, Jung-gu, Seoul on the 26th. [Photo source = Daily economy]

""After 40 years of writing ICT Korea's history, SK Telecom is now launching a new challenge for the 'Global AI Company'.""

At the 40th regular shareholders' meeting held at the T Tower of the headquarters in Euljiro, Jung-gu, Seoul on the 26th, SKT CEO Yoo Young-sang announced his plan for a new AI business. It is determined to solidify its No. 1 position in the industry by preemptively fostering future food products in addition to its main telecommunications business, which has faced growth limits.

At the shareholders' meeting, Yoo was re-elected as an in-house director with an overwhelming 98.4% approval support from shareholders based on steady earnings growth. Analysts say that behind Yoo's solid approval rating lies in improving business efficiency and future competitiveness through AI.

사진 확대 SKT's AI pyramid strategy. [Photo source = SK Telecom]

President Yoo announced the specific business status and future vision under the ""AI pyramid"" strategy. It aims to make this year a year to visualize the specific achievements of the AI business.

The AI pyramid strategy is a new AI business strategy that President Yoo is taking a strong drive. It is characterized by grouping the three areas of ▲AI infrastructure ▲ AIX ▲ AI service step by step in the form of pyramids. It aims to innovate in all areas of industry and life. As he will lead SKT for three more years after serving consecutive terms this year, it is expected that the strategy will be more powerful.

In the 'AI infrastructure' area, which is the first stage of the pyramid, the data center will be expanded to more than 200MW by 2030, doubling its current capacity. It plans to strengthen its business competitiveness by packaging solutions for AI data center-related capabilities such as ""AI semiconductor"" competitiveness of Safion and SK Hynix, ""liquid immersion cooling technology,"" a next-generation data center heat management method, and SK Broadband's ""AIDCIM.""

It is also planned to evolve into AI infrastructure in the long run by increasing the efficiency of operating costs as well as AI-based facility investment in existing wired and wireless networks. The development of global communication LLM (giant language model) and the establishment of a joint venture announced at MWC2024 with Deutsche Telekom, E&N, Singtel, and Softbank are also cruising, and the goal is to secure global commercial cases within the year.

In the 'AIX area', the second floor of the pyramid, the competitiveness of wired and wireless communication will be strengthened through the evolution of AI customer centers and super-personalized AI media. At the same time, it will start its enterprise AI business in earnest. The 'Enterprise AI Market', which opened in January, provides various LLMs such as AOTX, Antropics, and OpenAI to companies and public institutions.

Through 'AI service', which is the peak of the pyramid, the policy is to retake customer engagement. While advancing AI personal secretary A. to evolve into a personal AI assistant (PAA), it will also secure references that can be expanded globally and promote global PAA development at the same time.

ESG competitiveness will also be enhanced through 'AI'. At the shareholders' meeting, the current AI governance principle 'T.H.E.AI' was also unveiled. In line with the global trend of the need for AI technology regulation, SKT is currently operating an organization dedicated to AI governance. In the process of developing and operating AI governance processes and AI technologies and services, we are establishing internal standards that members must comply with.

사진 확대 On the 26th, the 40th SK Telecom regular shareholders' meeting was held at the T Tower of its headquarters in Euljiro, Jung-gu, Seoul. [Photo source = Daily economy]

On the agenda of the general shareholders' meeting, ▲ financial statements approval ▲ partial changes in the articles of incorporation ▲ appointment of directors ▲ appointment of members of the Audit Committee ▲ approval of the remuneration limit for directors ▲ revision of the executive remuneration payment regulations were proposed.

The consolidated financial statements for 2023 were approved with annual sales of 17.6085 trillion won and operating profit of 1.7532 trillion won, up 1.8% and 8.8% year-on-year, respectively. It was well received by shareholders for its achievements centered on the consolidation of market dominance and new growth businesses in its main business, the wired and wireless telecommunications industry.

As astronomical investments must be made in the AI business, global investment and financial capabilities have also been greatly strengthened. Global risk management expert Roh Mi-kyung, CFO Kim Yang-seop, and CFO Lee Seong-hyung of SK Co., Ltd. were placed at the front line of management as new outside directors, inside directors, and other non-executive directors, respectively.

During the Q&A session with shareholders, new business plans, achievements, and shareholder return policies emerged as the biggest topics.

Asked how to respond to the government's recent value-up program, President Yoo replied, ""We will pursue multi-level rise through Asia in the mid- to long-term by starting our AI strategy in earnest.""

Shareholders' interest in the progress of the ""UAM"" business, which is considered one of SKT's representative future foods, was also poured out.

President Yoo said, ""Through a partnership with 'Jobe Eviation', a leading global UAM company, we will successfully carry out the 'K-UAM Grand Challenge' demonstration project scheduled within this year and secure business rights to advance into the global market as well as preempt domestic business leadership.""

It also strengthens shareholder value. Through some changes in the articles of incorporation, the process related to the dividend base date has been improved so that investors can check and invest in the amount of dividends at the end of the year first. The existing end-of-year dividend base date was deleted and changed to shareholder-friendly so that the board of directors could set the end-of-year dividend base date. The new dividend base date articles of incorporation will apply from dividends at the end of 2024. The dividend per share was confirmed to be 3,540 won per year, up 6.6% year-on-year.",https://www.mk.co.kr/en/business/10974535,"""After 40 years of writing ICT Korea's history, SK Telecom is now launching 
a new challenge for the 'Global AI Company'.""At the 40th regular 
shareholders'...",매일경제,2024年03月26日,"['seong', 'hyung', 'meeting', 'yoo']",positive,1
"SK Telecom will develop artificial intelligence (AI) contact centers for 
global telecommunication co..","SK Telecom will develop artificial intelligence (AI) contact centers for 
global telecommunication co..","사진 확대

SK Telecom will develop artificial intelligence (AI) contact centers for global telecommunication companies and chatbots for knowledge management. It will also introduce a ""customized voice"" to A-DOT launched by SK Telecom. As a leader in the telecommunications industry, the message is that it will become the center of AI services.In an interview with Maeil Business, Park Byung-kwan, vice president of AI Tech Products, emphasized AI strategies of ""self-reliance"" and ""cooperation."" Vice President Park emphasized, ""Like the large-scale language model (LLM), it is important to develop super-giant AI yourself, but cooperation to advance services using external technologies is also important."" ""At first, we used GPT to summarize the currency,"" he said. ""However, we built an internal model to solve excessive cost and security problems."" In particular, Vice President Park explained, ""It is self-discipline and cooperation to cooperate with external models with good performance and internalize what is necessary."" SK Telecom is developing LLM for telecommunications companies in partnership with global AI companies such as OpenAI and Anthropic. It is also working with Google. There is its own model, AOTX LLM, but it is a ""multi-engine"" cooperation strategy that uses multiple models together.On the other hand, Jagang is the development of core services for telecommunication companies. SK Telecom has announced that it will establish a joint venture of the global Telco AI Alliance at 'MWC 2024'. SK Telecom, Europe Deutsche Telekom, Middle East E& Group, Southeast Asia Singtel Group, and Japan Softbank will participate in the joint venture. It has worked together to narrow the gap between Big Tech and AI technologies.Vice President Park stressed, ""SK Telecom is developing chatbots for AI contact centers and infrastructure operations for Telco Alliance."" Global telecommunication companies can operate AI counselors using SK Telecom's AI contact center technology. ""This can reduce the burden of counselors' work,"" he said. In addition, it is developing an in-house chatbot that can ask questions and answers with AI about the knowledge data owned by each company. It is a so-called knowledge management (KM) 2.0 technology in which AI finds and responds to data scattered within the company.In addition, SK Telecom will further update its AI service, Adat. A typical example is 'customized voice service'. AI can use its own voice when delivering 20 to 30 sentences. For example, if you click the Reply text button while you're away, you can deliver a voice to the other party, such as ""I'm in a meeting right now.""SK Telecom's move was also confirmed at the general shareholders' meeting. At the general shareholders' meeting, SK Telecom CEO Yoo Young-sang was re-elected with an additional three-year term guaranteed. SK Telecom has declared its vision to raise sales from 17.6086 trillion won last year to 25 trillion won in 2028 based on AI and other factors. CEO Yoo said, ""Even when we declared SK Telecom's new vision, AI Company, many people were wondering,"" adding, ""We will show tangible results by implementing concrete strategies in the future."" He also explained, ""We will implement various attempts on AI governance, which is increasingly emphasized in order to strengthen its competitiveness as an AI company."" He declared 'T.H.E.AI', the principle of AI governance. Specifically, the message is that it will use Telco to increase AI ethics for people and customers.In response, Vice President Park said, ""Sulivan, a social company, used the image recognition technology developed by SK Telecom so that blind people can comment on images with their voices,"" adding, ""We will create technologies that are helpful to our society."" Vice President Park explained, ""We will continue to develop practical AI services for Telco Alliance.""Vice President Park graduated from Hanyang University's Department of Electrical and Electronic Engineering and received a master's degree from the University of Wisconsin. Since then, he has been in charge of video vision processing technology at the Samsung Technology Institute and joined SK Telecom in 2013. We have developed technologies that automatically recognize signage images from T-Map, facial recognition security solutions, and technologies that change face images into characters using adversarial generative neural networks.[Reporter Lee Sang-deok / Reporter Jung Ho-joon]",https://www.mk.co.kr/en/it/10974801,"SK Telecom will develop artificial intelligence (AI) contact centers for 
global telecommunication companies and chatbots for knowledge management.",매일경제,2024年03月26日,"['ai', 'as', 'ceo', 'artificial']",neutral,2
